Number  Position  Material  Node1  Node2  Node3  Node4
878   9      1      805      850      851      806
879   9      1      850      895      896      851
880   9      1      895      940      941      896
881   9      1      940      985      986      941
882   9      1      985      1030      1031      986
883   9      1      1030      1075      1076      1031
884   9      1      1075      1120      1121      1076
885   9      1      1120      1165      1166      1121
886   9      1      1165      1210      1211      1166
887   9      1      1210      1255      1256      1211
888   9      1      1255      1300      1301      1256
889   9      1      1300      1345      1346      1301
890   9      1      1345      1390      1391      1346
891   9      1      1390      1435      1436      1391
892   9      1      1435      1480      1481      1436
893   9      1      1480      1525      1526      1481
894   9      1      1525      1570      1571      1526
895   9      1      1570      1615      1616      1571
896   9      1      1615      1660      1661      1616
897   9      1      221      266      267      222
898   9      1      266      311      312      267
899   9      1      311      356      357      312
900   9      1      356      401      402      357
901   9      1      401      446      447      402
902   9      1      446      491      492      447
903   9      1      491      536      537      492
904   9      1      536      581      582      537
905   9      1      581      626      627      582
906   9      1      626      671      672      627
907   9      1      671      716      717      672
908   9      1      716      761      762      717
909   9      1      761      806      807      762
910   9      1      806      851      852      807
911   9      1      851      896      897      852
912   9      1      896      941      942      897
913   9      1      941      986      987      942
914   9      1      986      1031      1032      987
915   9      1      1031      1076      1077      1032
916   9      1      1076      1121      1122      1077
917   9      1      1121      1166      1167      1122
918   9      1      1166      1211      1212      1167
919   9      1      1211      1256      1257      1212
920   9      1      1256      1301      1302      1257
921   9      1      1301      1346      1347      1302
922   9      1      1346      1391      1392      1347
923   9      1      1391      1436      1437      1392
924   9      1      1436      1481      1482      1437
925   9      1      1481      1526      1527      1482
926   9      1      1526      1571      1572      1527
927   9      1      1571      1616      1617      1572
928   9      1      1616      1661      1662      1617
929   9      1      222      267      268      223
930   9      1      267      312      313      268
931   9      1      312      357      358      313
932   9      1      357      402      403      358
933   9      1      402      447      448      403
934   9      1      447      492      493      448
935   9      1      492      537      538      493
936   9      1      537      582      583      538
937   9      1      582      627      628      583
938   9      1      627      672      673      628
939   9      1      672      717      718      673
940   9      1      717      762      763      718
941   9      1      762      807      808      763
942   9      1      807      852      853      808
943   9      1      852      897      898      853
944   9      1      897      942      943      898
945   9      1      942      987      988      943
946   9      1      987      1032      1033      988
947   9      1      1032      1077      1078      1033
948   9      1      1077      1122      1123      1078
949   9      1      1122      1167      1168      1123
950   9      1      1167      1212      1213      1168
951   9      1      1212      1257      1258      1213
952   9      1      1257      1302      1303      1258
953   9      1      1302      1347      1348      1303
954   9      1      1347      1392      1393      1348
955   9      1      1392      1437      1438      1393
956   9      1      1437      1482      1483      1438
957   9      1      1482      1527      1528      1483
958   9      1      1527      1572      1573      1528
959   9      1      1572      1617      1618      1573
960   9      1      1617      1662      1663      1618
961   9      1      223      268      269      224
962   9      1      268      313      314      269
963   9      1      313      358      359      314
964   9      1      358      403      404      359
965   9      1      403      448      449      404
966   9      1      448      493      494      449
967   9      1      493      538      539      494
968   9      1      538      583      584      539
969   9      1      583      628      629      584
970   9      1      628      673      674      629
971   9      1      673      718      719      674
972   9      1      718      763      764      719
973   9      1      763      808      809      764
974   9      1      808      853      854      809
975   9      1      853      898      899      854
976   9      1      898      943      944      899
977   9      1      943      988      989      944
978   9      1      988      1033      1034      989
979   9      1      1033      1078      1079      1034
980   9      1      1078      1123      1124      1079
981   9      1      1123      1168      1169      1124
982   9      1      1168      1213      1214      1169
983   9      1      1213      1258      1259      1214
984   9      1      1258      1303      1304      1259
985   9      1      1303      1348      1349      1304
986   9      1      1348      1393      1394      1349
987   9      1      1393      1438      1439      1394
988   9      1      1438      1483      1484      1439
989   9      1      1483      1528      1529      1484
990   9      1      1528      1573      1574      1529
991   9      1      1573      1618      1619      1574
992   9      1      1618      1663      1664      1619
993   9      1      224      269      270      225
994   9      1      269      314      315      270
995   9      1      314      359      360      315
996   9      1      359      404      405      360
997   9      1      404      449      450      405
998   9      1      449      494      495      450
999   9      1      494      539      540      495
1000   9      1      539      584      585      540
1001   9      1      584      629      630      585
1002   9      1      629      674      675      630
1003   9      1      674      719      720      675
1004   9      1      719      764      765      720
1005   9      1      764      809      810      765
1006   9      1      809      854      855      810
1007   9      1      854      899      900      855
1008   9      1      899      944      945      900
1009   9      1      944      989      990      945
1010   9      1      989      1034      1035      990
1011   9      1      1034      1079      1080      1035
1012   9      1      1079      1124      1125      1080
1013   9      1      1124      1169      1170      1125
1014   9      1      1169      1214      1215      1170
1015   9      1      1214      1259      1260      1215
1016   9      1      1259      1304      1305      1260
1017   9      1      1304      1349      1350      1305
1018   9      1      1349      1394      1395      1350
1019   9      1      1394      1439      1440      1395
1020   9      1      1439      1484      1485      1440
1021   9      1      1484      1529      1530      1485
1022   9      1      1529      1574      1575      1530
1023   9      1      1574      1619      1620      1575
1024   9      1      1619      1664      1665      1620
1025   1      1      192      237      238      193
1026   1      1      237      282      283      238
1027   1      1      282      327      328      283
1028   1      1      327      372      373      328
1029   1      1      372      417      418      373
1030   1      1      417      462      463      418
1031   1      1      462      507      508      463
1032   1      1      507      552      553      508
1033   1      1      552      597      598      553
1034   1      1      597      642      643      598
1035   1      1      642      687      688      643
1036   1      1      687      732      733      688
1037   1      1      732      777      778      733
1038   1      1      777      822      823      778
1039   1      1      822      867      868      823
1040   1      1      867      912      913      868
1041   1      1      912      957      958      913
1042   1      1      957      1002      1003      958
1043   1      1      1002      1047      1048      1003
1044   1      1      1047      1092      1093      1048
1045   1      1      1092      1137      1138      1093
1046   1      1      1137      1182      1183      1138
1047   1      1      1182      1227      1228      1183
1048   1      1      1227      1272      1273      1228
1049   1      1      1272      1317      1318      1273
1050   1      1      1317      1362      1363      1318
1051   1      1      1362      1407      1408      1363
1052   1      1      1407      1452      1453      1408
1053   1      1      1452      1497      1498      1453
1054   1      1      1497      1542      1543      1498
1055   1      1      1542      1587      1588      1543
1056   1      1      1587      1632      1633      1588
1057   1      1      1633      1632      1677      1634
1058   1      1      1634      1677      1678      1635
1059   1      1      1635      1678      1679      1636
1060   1      1      1636      1679      1680      1637
1061   1      1      1637      1680      1681      1638
1062   1      1      1638      1681      1682      1639
1063   1      1      1639      1682      1683      1640
1064   1      1      1640      1683      1684      1641
1065   1      1      1641      1684      1685      1642
1066   1      1      1642      1685      1686      1643
1067   1      1      1643      1686      1687      1644
1068   1      1      1644      1687      1688      1645
1069   1      1      1645      1688      1689      1646
1070   1      1      1646      1689      1690      1647
1071   1      1      1647      1690      1691      1648
1072   1      1      1648      1691      1692      1649
1073   1      1      1649      1692      1693      1650
1074   1      1      1650      1693      1694      1651
1075   1      1      1651      1694      1695      1652
1076   1      1      1652      1695      1696      1653
1077   1      1      1653      1696      1697      1654
1078   1      1      1654      1697      1698      1655
1079   1      1      1655      1698      1699      1656
1080   1      1      1656      1699      1700      1657
1081   1      1      1657      1700      1701      1658
1082   1      1      1658      1701      1702      1659
1083   1      1      1659      1702      1703      1660
1084   1      1      1660      1703      1704      1661
1085   1      1      1661      1704      1705      1662
1086   1      1      1662      1705      1706      1663
1087   1      1      1663      1706      1707      1664
1088   1      1      1664      1707      1666      1665
1089   1      1      1620      1665      1666      1621
1090   1      1      1575      1620      1621      1576
1091   1      1      1530      1575      1576      1531
1092   1      1      1485      1530      1531      1486
1093   1      1      1440      1485      1486      1441
1094   1      1      1395      1440      1441      1396
1095   1      1      1350      1395      1396      1351
1096   1      1      1305      1350      1351      1306
1097   1      1      1260      1305      1306      1261
1098   1      1      1215      1260      1261      1216
1099   1      1      1170      1215      1216      1171
1100   1      1      1125      1170      1171      1126
1101   1      1      1080      1125      1126      1081
1102   1      1      1035      1080      1081      1036
1103   1      1      990      1035      1036      991
1104   1      1      945      990      991      946
1105   1      1      900      945      946      901
1106   1      1      855      900      901      856
1107   1      1      810      855      856      811
1108   1      1      765      810      811      766
1109   1      1      720      765      766      721
1110   1      1      675      720      721      676
1111   1      1      630      675      676      631
1112   1      1      585      630      631      586
1113   1      1      540      585      586      541
1114   1      1      495      540      541      496
1115   1      1      450      495      496      451
1116   1      1      405      450      451      406
1117   1      1      360      405      406      361
1118   1      1      315      360      361      316
1119   1      1      270      315      316      271
1120   1      1      225      270      271      226
1121   1      1      181      224      225      226
1122   1      1      180      223      224      181
1123   1      1      179      222      223      180
1124   1      1      178      221      222      179
1125   1      1      177      220      221      178
1126   1      1      176      219      220      177
1127   1      1      175      218      219      176
1128   1      1      174      217      218      175
1129   1      1      173      216      217      174
1130   1      1      172      215      216      173
1131   1      1      171      214      215      172
1132   1      1      170      213      214      171
1133   1      1      169      212      213      170
1134   1      1      168      211      212      169
1135   1      1      167      210      211      168
1136   1      1      166      209      210      167
1137   1      1      165      208      209      166
1138   1      1      164      207      208      165
1139   1      1      163      206      207      164
1140   1      1      162      205      206      163
1141   1      1      161      204      205      162
1142   1      1      160      203      204      161
1143   1      1      159      202      203      160
1144   1      1      158      201      202      159
1145   1      1      157      200      201      158
1146   1      1      156      199      200      157
1147   1      1      155      198      199      156
1148   1      1      154      197      198      155
1149   1      1      153      196      197      154
1150   1      1      152      195      196      153
1151   1      1      151      194      195      152
1152   1      1      192      193      194      151
1153   2      1      191      236      237      192
1154   2      1      236      281      282      237
1155   2      1      281      326      327      282
1156   2      1      326      371      372      327
1157   2      1      371      416      417      372
1158   2      1      416      461      462      417
1159   2      1      461      506      507      462
1160   2      1      506      551      552      507
1161   2      1      551      596      597      552
1162   2      1      596      641      642      597
1163   2      1      641      686      687      642
1164   2      1      686      731      732      687
1165   2      1      731      776      777      732
1166   2      1      776      821      822      777
1167   2      1      821      866      867      822
1168   2      1      866      911      912      867
1169   2      1      911      956      957      912
1170   2      1      956      1001      1002      957
1171   2      1      1001      1046      1047      1002
1172   2      1      1046      1091      1092      1047
1173   2      1      1091      1136      1137      1092
1174   2      1      1136      1181      1182      1137
1175   2      1      1181      1226      1227      1182
1176   2      1      1226      1271      1272      1227
1177   2      1      1271      1316      1317      1272
1178   2      1      1316      1361      1362      1317
1179   2      1      1361      1406      1407      1362
1180   2      1      1406      1451      1452      1407
1181   2      1      1451      1496      1497      1452
1182   2      1      1496      1541      1542      1497
1183   2      1      1541      1586      1587      1542
1184   2      1      1586      1631      1632      1587
1185   2      1      1632      1631      1676      1677
1186   2      1      1677      1676      1717      1678
1187   2      1      1678      1717      1718      1679
1188   2      1      1679      1718      1719      1680
1189   2      1      1680      1719      1720      1681
1190   2      1      1681      1720      1721      1682
1191   2      1      1682      1721      1722      1683
1192   2      1      1683      1722      1723      1684
1193   2      1      1684      1723      1724      1685
1194   2      1      1685      1724      1725      1686
1195   2      1      1686      1725      1726      1687
1196   2      1      1687      1726      1727      1688
1197   2      1      1688      1727      1728      1689
1198   2      1      1689      1728      1729      1690
1199   2      1      1690      1729      1730      1691
1200   2      1      1691      1730      1731      1692
1201   2      1      1692      1731      1732      1693
1202   2      1      1693      1732      1733      1694
1203   2      1      1694      1733      1734      1695
1204   2      1      1695      1734      1735      1696
1205   2      1      1696      1735      1736      1697
1206   2      1      1697      1736      1737      1698
1207   2      1      1698      1737      1738      1699
1208   2      1      1699      1738      1739      1700
1209   2      1      1700      1739      1740      1701
1210   2      1      1701      1740      1741      1702
1211   2      1      1702      1741      1742      1703
1212   2      1      1703      1742      1743      1704
1213   2      1      1704      1743      1744      1705
1214   2      1      1705      1744      1745      1706
1215   2      1      1706      1745      1708      1707
1216   2      1      1707      1708      1667      1666
1217   2      1      1621      1666      1667      1622
1218   2      1      1576      1621      1622      1577
1219   2      1      1531      1576      1577      1532
1220   2      1      1486      1531      1532      1487
1221   2      1      1441      1486      1487      1442
1222   2      1      1396      1441      1442      1397
1223   2      1      1351      1396      1397      1352
1224   2      1      1306      1351      1352      1307
1225   2      1      1261      1306      1307      1262
1226   2      1      1216      1261      1262      1217
1227   2      1      1171      1216      1217      1172
1228   2      1      1126      1171      1172      1127
1229   2      1      1081      1126      1127      1082
1230   2      1      1036      1081      1082      1037
1231   2      1      991      1036      1037      992
1232   2      1      946      991      992      947
1233   2      1      901      946      947      902
1234   2      1      856      901      902      857
1235   2      1      811      856      857      812
1236   2      1      766      811      812      767
1237   2      1      721      766      767      722
1238   2      1      676      721      722      677
1239   2      1      631      676      677      632
1240   2      1      586      631      632      587
1241   2      1      541      586      587      542
1242   2      1      496      541      542      497
1243   2      1      451      496      497      452
1244   2      1      406      451      452      407
1245   2      1      361      406      407      362
1246   2      1      316      361      362      317
1247   2      1      271      316      317      272
1248   2      1      226      271      272      227
1249   2      1      182      181      226      227
1250   2      1      141      180      181      182
1251   2      1      140      179      180      141
1252   2      1      139      178      179      140
1253   2      1      138      177      178      139
1254   2      1      137      176      177      138
1255   2      1      136      175      176      137
1256   2      1      135      174      175      136
1257   2      1      134      173      174      135
1258   2      1      133      172      173      134
1259   2      1      132      171      172      133
1260   2      1      131      170      171      132
1261   2      1      130      169      170      131
1262   2      1      129      168      169      130
1263   2      1      128      167      168      129
1264   2      1      127      166      167      128
1265   2      1      126      165      166      127
1266   2      1      125      164      165      126
1267   2      1      124      163      164      125
1268   2      1      123      162      163      124
1269   2      1      122      161      162      123
1270   2      1      121      160      161      122
1271   2      1      120      159      160      121
1272   2      1      119      158      159      120
1273   2      1      118      157      158      119
1274   2      1      117      156      157      118
1275   2      1      116      155      156      117
1276   2      1      115      154      155      116
1277   2      1      114      153      154      115
1278   2      1      113      152      153      114
1279   2      1      150      151      152      113
1280   2      1      191      192      151      150
1281   3      1      190      235      236      191
1282   3      1      235      280      281      236
1283   3      1      280      325      326      281
1284   3      1      325      370      371      326
1285   3      1      370      415      416      371
1286   3      1      415      460      461      416
1287   3      1      460      505      506      461
1288   3      1      505      550      551      506
1289   3      1      550      595      596      551
1290   3      1      595      640      641      596
1291   3      1      640      685      686      641
1292   3      1      685      730      731      686
1293   3      1      730      775      776      731
1294   3      1      775      820      821      776
1295   3      1      820      865      866      821
1296   3      1      865      910      911      866
1297   3      1      910      955      956      911
1298   3      1      955      1000      1001      956
1299   3      1      1000      1045      1046      1001
1300   3      1      1045      1090      1091      1046
1301   3      1      1090      1135      1136      1091
1302   3      1      1135      1180      1181      1136
1303   3      1      1180      1225      1226      1181
1304   3      1      1225      1270      1271      1226
1305   3      1      1270      1315      1316      1271
1306   3      1      1315      1360      1361      1316
1307   3      1      1360      1405      1406      1361
1308   3      1      1405      1450      1451      1406
1309   3      1      1450      1495      1496      1451
1310   3      1      1495      1540      1541      1496
1311   3      1      1540      1585      1586      1541
1312   3      1      1585      1630      1631      1586
1313   3      1      1631      1630      1675      1676
1314   3      1      1676      1675      1716      1717
1315   3      1      1717      1716      1753      1718
1316   3      1      1718      1753      1754      1719
1317   3      1      1719      1754      1755      1720
1318   3      1      1720      1755      1756      1721
1319   3      1      1721      1756      1757      1722
1320   3      1      1722      1757      1758      1723
1321   3      1      1723      1758      1759      1724
1322   3      1      1724      1759      1760      1725
1323   3      1      1725      1760      1761      1726
1324   3      1      1726      1761      1762      1727
1325   3      1      1727      1762      1763      1728
1326   3      1      1728      1763      1764      1729
1327   3      1      1729      1764      1765      1730
1328   3      1      1730      1765      1766      1731
1329   3      1      1731      1766      1767      1732
1330   3      1      1732      1767      1768      1733
1331   3      1      1733      1768      1769      1734
1332   3      1      1734      1769      1770      1735
1333   3      1      1735      1770      1771      1736
1334   3      1      1736      1771      1772      1737
1335   3      1      1737      1772      1773      1738
1336   3      1      1738      1773      1774      1739
1337   3      1      1739      1774      1775      1740
1338   3      1      1740      1775      1776      1741
1339   3      1      1741      1776      1777      1742
1340   3      1      1742      1777      1778      1743
1341   3      1      1743      1778      1779      1744
1342   3      1      1744      1779      1746      1745
1343   3      1      1745      1746      1709      1708
1344   3      1      1708      1709      1668      1667
1345   3      1      1622      1667      1668      1623
1346   3      1      1577      1622      1623      1578
1347   3      1      1532      1577      1578      1533
1348   3      1      1487      1532      1533      1488
1349   3      1      1442      1487      1488      1443
1350   3      1      1397      1442      1443      1398
1351   3      1      1352      1397      1398      1353
1352   3      1      1307      1352      1353      1308
1353   3      1      1262      1307      1308      1263
1354   3      1      1217      1262      1263      1218
1355   3      1      1172      1217      1218      1173
1356   3      1      1127      1172      1173      1128
1357   3      1      1082      1127      1128      1083
1358   3      1      1037      1082      1083      1038
1359   3      1      992      1037      1038      993
1360   3      1      947      992      993      948
1361   3      1      902      947      948      903
1362   3      1      857      902      903      858
1363   3      1      812      857      858      813
1364   3      1      767      812      813      768
1365   3      1      722      767      768      723
1366   3      1      677      722      723      678
1367   3      1      632      677      678      633
1368   3      1      587      632      633      588
1369   3      1      542      587      588      543
1370   3      1      497      542      543      498
1371   3      1      452      497      498      453
1372   3      1      407      452      453      408
1373   3      1      362      407      408      363
1374   3      1      317      362      363      318
1375   3      1      272      317      318      273
1376   3      1      227      272      273      228
1377   3      1      183      182      227      228
1378   3      1      142      141      182      183
1379   3      1      105      140      141      142
1380   3      1      104      139      140      105
1381   3      1      103      138      139      104
1382   3      1      102      137      138      103
1383   3      1      101      136      137      102
1384   3      1      100      135      136      101
1385   3      1      99      134      135      100
1386   3      1      98      133      134      99
1387   3      1      97      132      133      98
1388   3      1      96      131      132      97
1389   3      1      95      130      131      96
1390   3      1      94      129      130      95
1391   3      1      93      128      129      94
1392   3      1      92      127      128      93
1393   3      1      91      126      127      92
1394   3      1      90      125      126      91
1395   3      1      89      124      125      90
1396   3      1      88      123      124      89
1397   3      1      87      122      123      88
1398   3      1      86      121      122      87
1399   3      1      85      120      121      86
1400   3      1      84      119      120      85
1401   3      1      83      118      119      84
1402   3      1      82      117      118      83
1403   3      1      81      116      117      82
1404   3      1      80      115      116      81
1405   3      1      79      114      115      80
1406   3      1      112      113      114      79
1407   3      1      149      150      113      112
1408   3      1      190      191      150      149
1409   4      1      189      234      235      190
1410   4      1      234      279      280      235
1411   4      1      279      324      325      280
1412   4      1      324      369      370      325
1413   4      1      369      414      415      370
1414   4      1      414      459      460      415
1415   4      1      459      504      505      460
1416   4      1      504      549      550      505
1417   4      1      549      594      595      550
1418   4      1      594      639      640      595
1419   4      1      639      684      685      640
1420   4      1      684      729      730      685
1421   4      1      729      774      775      730
1422   4      1      774      819      820      775
1423   4      1      819      864      865      820
1424   4      1      864      909      910      865
1425   4      1      909      954      955      910
1426   4      1      954      999      1000      955
1427   4      1      999      1044      1045      1000
1428   4      1      1044      1089      1090      1045
1429   4      1      1089      1134      1135      1090
1430   4      1      1134      1179      1180      1135
1431   4      1      1179      1224      1225      1180
1432   4      1      1224      1269      1270      1225
1433   4      1      1269      1314      1315      1270
1434   4      1      1314      1359      1360      1315
1435   4      1      1359      1404      1405      1360
1436   4      1      1404      1449      1450      1405
1437   4      1      1449      1494      1495      1450
1438   4      1      1494      1539      1540      1495
1439   4      1      1539      1584      1585      1540
1440   4      1      1584      1629      1630      1585
1441   4      1      1630      1629      1674      1675
1442   4      1      1675      1674      1715      1716
1443   4      1      1716      1715      1752      1753
1444   4      1      1753      1752      1785      1754
1445   4      1      1754      1785      1786      1755
1446   4      1      1755      1786      1787      1756
1447   4      1      1756      1787      1788      1757
1448   4      1      1757      1788      1789      1758
1449   4      1      1758      1789      1790      1759
1450   4      1      1759      1790      1791      1760
1451   4      1      1760      1791      1792      1761
1452   4      1      1761      1792      1793      1762
1453   4      1      1762      1793      1794      1763
1454   4      1      1763      1794      1795      1764
1455   4      1      1764      1795      1796      1765
1456   4      1      1765      1796      1797      1766
1457   4      1      1766      1797      1798      1767
1458   4      1      1767      1798      1799      1768
1459   4      1      1768      1799      1800      1769
1460   4      1      1769      1800      1801      1770
1461   4      1      1770      1801      1802      1771
1462   4      1      1771      1802      1803      1772
1463   4      1      1772      1803      1804      1773
1464   4      1      1773      1804      1805      1774
1465   4      1      1774      1805      1806      1775
1466   4      1      1775      1806      1807      1776
1467   4      1      1776      1807      1808      1777
1468   4      1      1777      1808      1809      1778
1469   4      1      1778      1809      1780      1779
1470   4      1      1779      1780      1747      1746
1471   4      1      1746      1747      1710      1709
1472   4      1      1709      1710      1669      1668
1473   4      1      1623      1668      1669      1624
1474   4      1      1578      1623      1624      1579
1475   4      1      1533      1578      1579      1534
1476   4      1      1488      1533      1534      1489
1477   4      1      1443      1488      1489      1444
1478   4      1      1398      1443      1444      1399
1479   4      1      1353      1398      1399      1354
1480   4      1      1308      1353      1354      1309
1481   4      1      1263      1308      1309      1264
1482   4      1      1218      1263      1264      1219
1483   4      1      1173      1218      1219      1174
1484   4      1      1128      1173      1174      1129
1485   4      1      1083      1128      1129      1084
1486   4      1      1038      1083      1084      1039
1487   4      1      993      1038      1039      994
1488   4      1      948      993      994      949
1489   4      1      903      948      949      904
1490   4      1      858      903      904      859
1491   4      1      813      858      859      814
1492   4      1      768      813      814      769
1493   4      1      723      768      769      724
1494   4      1      678      723      724      679
1495   4      1      633      678      679      634
1496   4      1      588      633      634      589
1497   4      1      543      588      589      544
1498   4      1      498      543      544      499
1499   4      1      453      498      499      454
1500   4      1      408      453      454      409
1501   4      1      363      408      409      364
1502   4      1      318      363      364      319
1503   4      1      273      318      319      274
1504   4      1      228      273      274      229
1505   4      1      184      183      228      229
1506   4      1      143      142      183      184
1507   4      1      106      105      142      143
1508   4      1      73      104      105      106
1509   4      1      72      103      104      73
1510   4      1      71      102      103      72
1511   4      1      70      101      102      71
1512   4      1      69      100      101      70
1513   4      1      68      99      100      69
1514   4      1      67      98      99      68
1515   4      1      66      97      98      67
1516   4      1      65      96      97      66
1517   4      1      64      95      96      65
1518   4      1      63      94      95      64
1519   4      1      62      93      94      63
1520   4      1      61      92      93      62
1521   4      1      60      91      92      61
1522   4      1      59      90      91      60
1523   4      1      58      89      90      59
1524   4      1      57      88      89      58
1525   4      1      56      87      88      57
1526   4      1      55      86      87      56
1527   4      1      54      85      86      55
1528   4      1      53      84      85      54
1529   4      1      52      83      84      53
1530   4      1      51      82      83      52
1531   4      1      50      81      82      51
1532   4      1      49      80      81      50
1533   4      1      78      79      80      49
1534   4      1      111      112      79      78
1535   4      1      148      149      112      111
1536   4      1      189      190      149      148
1537   5      1      188      233      234      189
1538   5      1      233      278      279      234
1539   5      1      278      323      324      279
1540   5      1      323      368      369      324
1541   5      1      368      413      414      369
1542   5      1      413      458      459      414
1543   5      1      458      503      504      459
1544   5      1      503      548      549      504
1545   5      1      548      593      594      549
1546   5      1      593      638      639      594
1547   5      1      638      683      684      639
1548   5      1      683      728      729      684
1549   5      1      728      773      774      729
1550   5      1      773      818      819      774
1551   5      1      818      863      864      819
1552   5      1      863      908      909      864
1553   5      1      908      953      954      909
1554   5      1      953      998      999      954
1555   5      1      998      1043      1044      999
1556   5      1      1043      1088      1089      1044
1557   5      1      1088      1133      1134      1089
1558   5      1      1133      1178      1179      1134
1559   5      1      1178      1223      1224      1179
1560   5      1      1223      1268      1269      1224
1561   5      1      1268      1313      1314      1269
1562   5      1      1313      1358      1359      1314
1563   5      1      1358      1403      1404      1359
1564   5      1      1403      1448      1449      1404
1565   5      1      1448      1493      1494      1449
1566   5      1      1493      1538      1539      1494
1567   5      1      1538      1583      1584      1539
1568   5      1      1583      1628      1629      1584
1569   5      1      1629      1628      1673      1674
1570   5      1      1674      1673      1714      1715
1571   5      1      1715      1714      1751      1752
1572   5      1      1752      1751      1784      1785
1573   5      1      1785      1784      1813      1786
1574   5      1      1786      1813      1814      1787
1575   5      1      1787      1814      1815      1788
1576   5      1      1788      1815      1816      1789
1577   5      1      1789      1816      1817      1790
1578   5      1      1790      1817      1818      1791
1579   5      1      1791      1818      1819      1792
1580   5      1      1792      1819      1820      1793
1581   5      1      1793      1820      1821      1794
1582   5      1      1794      1821      1822      1795
1583   5      1      1795      1822      1823      1796
1584   5      1      1796      1823      1824      1797
1585   5      1      1797      1824      1825      1798
1586   5      1      1798      1825      1826      1799
1587   5      1      1799      1826      1827      1800
1588   5      1      1800      1827      1828      1801
1589   5      1      1801      1828      1829      1802
1590   5      1      1802      1829      1830      1803
1591   5      1      1803      1830      1831      1804
1592   5      1      1804      1831      1832      1805
1593   5      1      1805      1832      1833      1806
1594   5      1      1806      1833      1834      1807
1595   5      1      1807      1834      1835      1808
1596   5      1      1808      1835      1810      1809
1597   5      1      1809      1810      1781      1780
1598   5      1      1780      1781      1748      1747
1599   5      1      1747      1748      1711      1710
1600   5      1      1710      1711      1670      1669
1601   5      1      1624      1669      1670      1625
1602   5      1      1579      1624      1625      1580
1603   5      1      1534      1579      1580      1535
1604   5      1      1489      1534      1535      1490
1605   5      1      1444      1489      1490      1445
1606   5      1      1399      1444      1445      1400
1607   5      1      1354      1399      1400      1355
1608   5      1      1309      1354      1355      1310
1609   5      1      1264      1309      1310      1265
1610   5      1      1219      1264      1265      1220
1611   5      1      1174      1219      1220      1175
1612   5      1      1129      1174      1175      1130
1613   5      1      1084      1129      1130      1085
1614   5      1      1039      1084      1085      1040
1615   5      1      994      1039      1040      995
1616   5      1      949      994      995      950
1617   5      1      904      949      950      905
1618   5      1      859      904      905      860
1619   5      1      814      859      860      815
1620   5      1      769      814      815      770
1621   5      1      724      769      770      725
1622   5      1      679      724      725      680
1623   5      1      634      679      680      635
1624   5      1      589      634      635      590
1625   5      1      544      589      590      545
1626   5      1      499      544      545      500
1627   5      1      454      499      500      455
1628   5      1      409      454      455      410
1629   5      1      364      409      410      365
1630   5      1      319      364      365      320
1631   5      1      274      319      320      275
1632   5      1      229      274      275      230
1633   5      1      185      184      229      230
1634   5      1      144      143      184      185
1635   5      1      107      106      143      144
1636   5      1      74      73      106      107
1637   5      1      45      72      73      74
1638   5      1      44      71      72      45
1639   5      1      43      70      71      44
1640   5      1      42      69      70      43
1641   5      1      41      68      69      42
1642   5      1      40      67      68      41
1643   5      1      39      66      67      40
1644   5      1      38      65      66      39
1645   5      1      37      64      65      38
1646   5      1      36      63      64      37
1647   5      1      35      62      63      36
1648   5      1      34      61      62      35
1649   5      1      33      60      61      34
1650   5      1      32      59      60      33
1651   5      1      31      58      59      32
1652   5      1      30      57      58      31
1653   5      1      29      56      57      30
1654   5      1      28      55      56      29
1655   5      1      27      54      55      28
1656   5      1      26      53      54      27
1657   5      1      25      52      53      26
1658   5      1      24      51      52      25
1659   5      1      23      50      51      24
1660   5      1      48      49      50      23
1661   5      1      77      78      49      48
1662   5      1      110      111      78      77
1663   5      1      147      148      111      110
1664   5      1      188      189      148      147
1665   6      1      187      232      233      188
1666   6      1      232      277      278      233
1667   6      1      277      322      323      278
1668   6      1      322      367      368      323
1669   6      1      367      412      413      368
1670   6      1      412      457      458      413
1671   6      1      457      502      503      458
1672   6      1      502      547      548      503
1673   6      1      547      592      593      548
1674   6      1      592      637      638      593
1675   6      1      637      682      683      638
1676   6      1      682      727      728      683
1677   6      1      727      772      773      728
1678   6      1      772      817      818      773
1679   6      1      817      862      863      818
1680   6      1      862      907      908      863
1681   6      1      907      952      953      908
1682   6      1      952      997      998      953
1683   6      1      997      1042      1043      998
1684   6      1      1042      1087      1088      1043
1685   6      1      1087      1132      1133      1088
1686   6      1      1132      1177      1178      1133
1687   6      1      1177      1222      1223      1178
1688   6      1      1222      1267      1268      1223
1689   6      1      1267      1312      1313      1268
1690   6      1      1312      1357      1358      1313
1691   6      1      1357      1402      1403      1358
1692   6      1      1402      1447      1448      1403
1693   6      1      1447      1492      1493      1448
1694   6      1      1492      1537      1538      1493
1695   6      1      1537      1582      1583      1538
1696   6      1      1582      1627      1628      1583
1697   6      1      1628      1627      1672      1673
1698   6      1      1673      1672      1713      1714
1699   6      1      1714      1713      1750      1751
1700   6      1      1751      1750      1783      1784
1701   6      1      1784      1783      1812      1813
1702   6      1      1813      1812      1837      1814
1703   6      1      1814      1837      1838      1815
1704   6      1      1815      1838      1839      1816
1705   6      1      1816      1839      1840      1817
1706   6      1      1817      1840      1841      1818
1707   6      1      1818      1841      1842      1819
1708   6      1      1819      1842      1843      1820
1709   6      1      1820      1843      1844      1821
